AGI_Code	Name.x	Function.x	Localisation	DOI	Comment.x	BIN	metal.1	metal.2	metal.3	Short.name.x	Annotation.x	Other.Name.Type.	Keywords	Is.full.length.cDNA	Name.y	Pathway.x	Function.y	Activity	Comment.y	Annotation.y	Annotation.x	Annotation.y	Annotation	Short.name.y	Localization	Pathway.y	Proposed.functions	Short.name	Localizationa	Fe.S.cluster.typeb	Full.name.annotation	Gene.short.name	Name	Meiotic.phase	Description_custom	Gene_Name	Protein	Function	Ref.	Title	Protein.family.or.Function	Function.related.to.Suberin	Refs
AT1G04840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pentatricopeptide (PPR) repeat-containing protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT1G08070.1); Has 14411 Blast hits to 5349 proteins in 182 species: Archae - 0; Bacteria - 4; Metazoa - 156; Fungi - 83; Plants - 13901; Viruses - 0; Other Eukaryotes - 267 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G04850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G04860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 UBP2 (UBIQUITIN-SPECIFIC PROTEASE 2); ubiquitin-specific protease [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G04950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 TAFII59; DNA binding / transcription initiation factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G04990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 nucleic acid binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 1-aminocyclopropane-1-carboxylate oxidase / ACC oxidase / ethylene-forming enzyme (ACO) (EAT1) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g05050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized?	NER	TFIIH complex - Catalyzes unwinding in preincision complex	Core TFIIH subunit p44		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 metalloendopeptidase/ protein binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes an ent-kaurenoic acid hydroxylase, a  member of the CYP88A cytochrome p450 family.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AXR1	AUXIN RESISTANT 1	Control of CO distribution in meiotic recombination	Regulation of CO distribution; E3 RUB ligase; subunit of the RUB1 activating enzyme that regulates the protein degradation activity of Skp1-Cullin-Fbox complexes	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ATGLR3.4 [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: plant-type cell wall; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT1G05250.1); Has 2736 Blast hits to 2721 proteins in 173 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 33; Plants - 2677; Viruses - 0; Other Eukaryotes - 22 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT1G05240.1); Has 2736 Blast hits to 2721 proteins in 173 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 33; Plants - 2677; Viruses - 0; Other Eukaryotes - 22 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05300	ZIP5	ZIP family of transmembrane metal transport proteins				transport.metal	Zn			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ZIP5; cation transporter [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: stem, sepal; EXPRESSED DURING: petal differentiation and expansion stage; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / transporter [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / transcription regulator [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 DNA binding / nucleic acid binding / protein binding / zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g05900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G05900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 endonuclease-related [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 hydroxyacylglutathione hydrolase [Arabidopsis thaliana] 	NA	NA	 hydroxyacylglutathione hydrolase, putative / glyoxalase II, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06330	NA	NA	NA	NA	NA	NA	NA	NA	NA		copper-binding family protein		similar to copper-binding family protein [Arabidopsis thaliana] (TAIR:AT1G29100.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69875.1); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121)		NA	NA	NA	NA	NA	 copper ion binding / metal ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 FTSH8; ATP-dependent peptidase/ ATPase/ metallopeptidase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 PDS1 (PHYTOENE DESATURATION 1) [Arabidopsis thaliana] 	NA	NA	 4-hydroxyphenylpyruvate dioxygenase (HPD) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 2-oxoglutarate-dependent dioxygenase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 2-oxoglutarate-dependent dioxygenase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 2-oxoglutarate-dependent dioxygenase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JASON		Meiotic cell cycle control spindle - cytokinesis	meiosis II spindle orientation;  jason mutant produces diploid male gametes leading to triploid progeny	NA	NA	NA	NA	NA	NA	NA	NA
AT1G06770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 	NA	NA	 calcineurin-like phosphoesterase family protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07025	MIT	Mitoferrin of MITOCHONDRIAL SOLUTE CARRIER (MSC) family, putative iron transporter across inner mitochondrail membrane related to ScMrs3p and ScMrs4p					Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07030	Mfm1	Mitoferrin-related of MITOCHONDRIAL SOLUTE CARRIER (MSC) family, putative iron transporter across inner mitochondrail membrane related to ScMrs3p and ScMrs4p					Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DFO	DSB FORMATION	DSB formation in meiotic recombination	DSB formation	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: chloroplast, protein serine/threonine phosphatase complex; EXPRESSED IN: sperm cell; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT2G30020.1); Has 4757 Blast hits to 4614 proteins in 388 species: Archae - 6; Bacteria - 337; Metazoa - 1505; Fungi - 554; Plants - 1322; Viruses - 11; Other Eukaryotes - 1022 (source: NCBI BLink).     F10K1.13; F10K1_13       chloroplast, protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, protein serine/threonine phosphatase activity, sperm cell  true	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07367	IRONMAN4	Member of conserved family of peptides involved in Fe uptake and homeostasis.					Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g07370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PCNA1	NER				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07373	IRONMAN6	Member of conserved family of peptides involved in Fe uptake and homeostasis.					Fe			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT2G29380.1); Has 4401 Blast hits to 4389 proteins in 274 species: Archae - 0; Bacteria - 82; Metazoa - 1419; Fungi - 539; Plants - 1372; Viruses - 7; Other Eukaryotes - 982 (source: NCBI BLink). F22G5.22; F22G5_22; HAI2; HIGHLY ABA-INDUCED PP2C GENE 2         protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.04 four leaves visible, LP.06 six leaves visible, carpel, cauline leaf, embryo, flower, inflorescence meristem, leaf, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, protein serine/threonine phosphatase activity, seed, sepal, sperm cell, stamen, stem, vascular tissue  true	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 FTSH10; ATP binding / ATPase/ metalloendopeptidase/ nucleoside-triphosphatase/ nucleotide binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07600	MT1a	metallothionein 1a				metal handling	Cu	Cd	Zn	MT1A	MT1A (METALLOTHIONEIN 1A)		Identical to Metallothionein-like protein 1A  (MT1A) [Arabidopsis Thaliana] (GB:P43392); contains InterPro domain Mollusc metallothionein, family 2; (InterPro:IPR001008)		NA	NA	NA	NA	NA	 MT1A (METALLOTHIONEIN 1A) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07610	MT1c	metallothionein 1c				metal handling	Cu	Cd	Zn	MT1C	MT1C (metallothionein 1C)		Identical to Metallothionein-like protein 1C  (MT1C) [Arabidopsis Thaliana] (GB:Q38804); contains InterPro domain Plant metallothionein, family 15; (InterPro:IPR000347); contains InterPro domain Mollusc metallothionein, family 2; (InterPro:IPR001008)		NA	NA	NA	NA	NA	 MT1C [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 OBP2; DNA binding / transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 catalytic/ lactoylglutathione lyase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At1g07745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Homologous recombination		Rad51 homolog	 Involved in both transcription and recombination during he defense response (Durrant et al. 2007, PNAS)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RAD51D		early DSB repair in meiotic recombination	no function in Arabidopsis meiosis; recombinase (RecA homologue catalysing strand exchange); involved in mitotic recombination (DNA repeair); single-strand DNA invasion	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07750	NA	NA	NA	NA	NA	NA	NA	NA	NA		RmlC-like cupins superfamily protein; FUNCTIONS IN: copper ion binding, zinc ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), 11-S seed storage protein, plant (InterPro:IPR006044); BEST Arabidopsis thaliana protein match is: RmlC-like cupins superfamily protein (TAIR:AT2G28680.1); Has 920 Blast hits to 832 proteins in 102 species: Archae - 0; Bacteria - 2; Metazoa - 3; Fungi - 0; Plants - 914; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).	F24B9.13; F24B9_13	 male gametophyte, fruit, cultured cell, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, biological process unknown, carpel, cauline leaf, cellular component unknown, collective leaf structure, copper ion binding, cotyledon, embryo, flower, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, male gametophyte, nutrient reservoir activity, pedicel, petal, petal differentiation and expansion stage, petiole, root, seed, seed development stages, sepal, shoot apex, shoot system, sperm cell, stamen, stem, vascular leaf, zinc ion binding	true	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes an ER-type Ca2+-pumping ATPase. ACA3; ARABIDOPSIS THALIANA ER-TYPE CA2+-ATPASE 1; ATECA1; ECA1; ER-TYPE CA2+-ATPASE 1; F24B9.9; F24B9_9  plasma membrane, response to cadmium ion, callus, cultured cell, calcium ion transport, calcium-transporting ATPase activity, cellular manganese ion homeostasis, endoplasmic reticulum, endoplasmic reticulum membrane, guard cell, manganese ion transport, response to manganese ion        true	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G07890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MOM1/MOM	Nucleus	[2Fe-2S]	Transcriptional silencer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
